dates,machines,coffee,soda,nrj,day,date
2019-11-18 12:19:18+00:00,D,61,20,13,Monday,2019-11-18
2019-11-18 12:20:23+00:00,B,85,29,23,Monday,2019-11-18
2019-11-18 12:20:26+00:00,D,60,20,13,Monday,2019-11-18
2019-11-18 12:20:56+00:00,A,58,15,14,Monday,2019-11-18
2019-11-18 12:21:53+00:00,C,30,9,0,Monday,2019-11-18
2019-11-18 12:22:12+00:00,B,84,29,23,Monday,2019-11-18
2019-11-18 12:22:15+00:00,D,59,20,13,Monday,2019-11-18
2019-11-18 12:23:34+00:00,D,58,20,13,Monday,2019-11-18
2019-11-18 12:24:15+00:00,D,57,20,13,Monday,2019-11-18
2019-11-18 12:24:47+00:00,D,56,20,13,Monday,2019-11-18
2019-11-18 12:25:21+00:00,C,29,9,0,Monday,2019-11-18
2019-11-18 12:25:36+00:00,D,55,20,13,Monday,2019-11-18
2019-11-18 12:25:36+00:00,D,54,20,13,Monday,2019-11-18
2019-11-18 12:30:11+00:00,D,53,20,13,Monday,2019-11-18
2019-11-18 12:30:34+00:00,D,52,20,13,Monday,2019-11-18
2019-11-18 12:30:39+00:00,B,83,29,23,Monday,2019-11-18
2019-11-18 12:32:36+00:00,C,28,9,0,Monday,2019-11-18
2019-11-18 12:35:03+00:00,C,27,9,0,Monday,2019-11-18
2019-11-18 12:35:43+00:00,A,57,15,14,Monday,2019-11-18
2019-11-18 12:39:24+00:00,B,82,29,23,Monday,2019-11-18
2019-11-18 12:40:44+00:00,B,81,29,23,Monday,2019-11-18
2019-11-18 12:41:21+00:00,D,52,19,13,Monday,2019-11-18
2019-11-18 12:41:21+00:00,A,57,14,14,Monday,2019-11-18
2019-11-18 12:42:53+00:00,A,56,14,14,Monday,2019-11-18
2019-11-18 12:44:05+00:00,D,51,19,13,Monday,2019-11-18
2019-11-18 12:44:34+00:00,C,26,9,0,Monday,2019-11-18
2019-11-18 12:45:43+00:00,B,81,28,23,Monday,2019-11-18
2019-11-18 12:47:02+00:00,A,55,14,14,Monday,2019-11-18
2019-11-18 12:48:10+00:00,D,50,19,13,Monday,2019-11-18
2019-11-18 12:48:53+00:00,D,49,19,13,Monday,2019-11-18
2019-11-18 12:52:37+00:00,B,80,28,23,Monday,2019-11-18
2019-11-18 12:54:39+00:00,B,79,28,23,Monday,2019-11-18
2019-11-18 12:56:33+00:00,D,48,19,13,Monday,2019-11-18
2019-11-18 12:56:34+00:00,C,25,9,0,Monday,2019-11-18
2019-11-18 12:57:33+00:00,C,24,9,0,Monday,2019-11-18
2019-11-18 12:57:40+00:00,D,48,18,13,Monday,2019-11-18
2019-11-18 13:01:09+00:00,D,47,18,13,Monday,2019-11-18
2019-11-18 13:01:44+00:00,D,46,18,13,Monday,2019-11-18
2019-11-18 13:02:43+00:00,D,45,18,13,Monday,2019-11-18
2019-11-18 13:05:29+00:00,A,54,14,14,Monday,2019-11-18
2019-11-18 13:07:48+00:00,D,44,18,13,Monday,2019-11-18
2019-11-18 13:11:20+00:00,A,53,14,14,Monday,2019-11-18
2019-11-18 13:12:20+00:00,C,24,8,0,Monday,2019-11-18
2019-11-18 13:13:32+00:00,A,52,14,14,Monday,2019-11-18
2019-11-18 13:13:59+00:00,C,23,8,0,Monday,2019-11-18
2019-11-18 13:15:12+00:00,D,43,18,13,Monday,2019-11-18
2019-11-18 13:15:32+00:00,D,42,18,13,Monday,2019-11-18
2019-11-18 13:16:06+00:00,C,22,8,0,Monday,2019-11-18
2019-11-18 13:16:27+00:00,B,78,28,23,Monday,2019-11-18
2019-11-18 13:19:16+00:00,A,51,14,14,Monday,2019-11-18
2019-11-18 13:28:20+00:00,D,41,18,13,Monday,2019-11-18
2019-11-18 13:30:51+00:00,C,22,7,0,Monday,2019-11-18
2019-11-18 13:32:11+00:00,C,21,7,0,Monday,2019-11-18
2019-11-18 13:32:24+00:00,A,51,13,14,Monday,2019-11-18
2019-11-18 13:34:57+00:00,C,20,7,0,Monday,2019-11-18
2019-11-18 13:35:38+00:00,B,77,28,23,Monday,2019-11-18
2019-11-18 13:35:53+00:00,D,40,18,13,Monday,2019-11-18
2019-11-18 13:40:35+00:00,D,39,18,13,Monday,2019-11-18
2019-11-18 13:43:28+00:00,A,50,13,14,Monday,2019-11-18
2019-11-18 13:47:27+00:00,D,38,18,13,Monday,2019-11-18
2019-11-18 13:48:31+00:00,C,20,6,0,Monday,2019-11-18
2019-11-18 13:49:46+00:00,D,37,18,13,Monday,2019-11-18
2019-11-18 13:51:08+00:00,C,20,5,0,Monday,2019-11-18
2019-11-18 13:52:36+00:00,D,36,18,13,Monday,2019-11-18
2019-11-18 13:54:13+00:00,B,77,27,23,Monday,2019-11-18
2019-11-18 13:56:53+00:00,D,35,18,13,Monday,2019-11-18
2019-11-18 13:56:55+00:00,A,49,13,14,Monday,2019-11-18
2019-11-18 13:57:14+00:00,A,48,13,14,Monday,2019-11-18
2019-11-18 13:57:19+00:00,B,76,27,23,Monday,2019-11-18
2019-11-18 14:02:50+00:00,A,48,12,14,Monday,2019-11-18
2019-11-18 14:07:11+00:00,C,19,5,0,Monday,2019-11-18
2019-11-18 14:08:21+00:00,D,35,18,12,Monday,2019-11-18
2019-11-18 14:08:37+00:00,D,34,18,12,Monday,2019-11-18
2019-11-18 14:10:09+00:00,A,48,11,14,Monday,2019-11-18
2019-11-18 14:13:52+00:00,A,47,11,14,Monday,2019-11-18
2019-11-18 14:17:45+00:00,C,18,5,0,Monday,2019-11-18
2019-11-18 14:19:03+00:00,D,34,17,12,Monday,2019-11-18
2019-11-18 14:19:45+00:00,B,75,27,23,Monday,2019-11-18
2019-11-18 14:20:58+00:00,B,74,27,23,Monday,2019-11-18
2019-11-18 14:30:34+00:00,B,73,27,23,Monday,2019-11-18
2019-11-18 14:32:08+00:00,D,33,17,12,Monday,2019-11-18
2019-11-18 14:33:15+00:00,A,46,11,14,Monday,2019-11-18
2019-11-18 14:34:25+00:00,D,33,16,12,Monday,2019-11-18
2019-11-18 14:37:45+00:00,D,32,16,12,Monday,2019-11-18
2019-11-18 14:39:59+00:00,B,72,27,23,Monday,2019-11-18
2019-11-18 14:40:43+00:00,B,71,27,23,Monday,2019-11-18
2019-11-18 14:44:57+00:00,D,32,15,12,Monday,2019-11-18
2019-11-18 14:46:41+00:00,D,31,15,12,Monday,2019-11-18
2019-11-18 14:47:35+00:00,B,71,26,23,Monday,2019-11-18
2019-11-18 14:48:07+00:00,A,46,10,14,Monday,2019-11-18
2019-11-18 14:48:30+00:00,B,71,25,23,Monday,2019-11-18
2019-11-18 14:55:02+00:00,C,17,5,0,Monday,2019-11-18
2019-11-18 14:55:09+00:00,B,71,24,23,Monday,2019-11-18
2019-11-18 14:58:40+00:00,D,31,14,12,Monday,2019-11-18
2019-11-18 15:00:49+00:00,D,31,13,12,Monday,2019-11-18
2019-11-18 15:02:01+00:00,C,17,4,0,Monday,2019-11-18
2019-11-18 15:06:37+00:00,B,70,24,23,Monday,2019-11-18
2019-11-18 15:06:38+00:00,A,45,10,14,Monday,2019-11-18
2019-11-18 15:10:43+00:00,D,30,13,12,Monday,2019-11-18
2019-11-18 15:11:34+00:00,C,16,4,0,Monday,2019-11-18
2019-11-18 15:18:35+00:00,D,29,13,12,Monday,2019-11-18
2019-11-18 15:19:41+00:00,C,15,4,0,Monday,2019-11-18
2019-11-18 15:20:43+00:00,C,14,4,0,Monday,2019-11-18
2019-11-18 15:22:57+00:00,C,14,3,0,Monday,2019-11-18
2019-11-18 15:24:06+00:00,D,28,13,12,Monday,2019-11-18
2019-11-18 15:27:34+00:00,C,13,3,0,Monday,2019-11-18
2019-11-18 15:28:19+00:00,A,45,9,14,Monday,2019-11-18
2019-11-18 15:31:15+00:00,B,69,24,23,Monday,2019-11-18
2019-11-18 15:31:41+00:00,A,44,9,14,Monday,2019-11-18
2019-11-18 15:33:43+00:00,B,68,24,23,Monday,2019-11-18
2019-11-18 15:34:27+00:00,D,28,12,12,Monday,2019-11-18
2019-11-18 15:38:27+00:00,D,27,12,12,Monday,2019-11-18
2019-11-18 15:41:57+00:00,A,43,9,14,Monday,2019-11-18
2019-11-18 15:43:25+00:00,D,26,12,12,Monday,2019-11-18
2019-11-18 15:44:11+00:00,A,42,9,14,Monday,2019-11-18
2019-11-18 15:46:08+00:00,B,68,23,23,Monday,2019-11-18
2019-11-18 15:47:00+00:00,D,26,11,12,Monday,2019-11-18
2019-11-18 15:48:10+00:00,C,12,3,0,Monday,2019-11-18
2019-11-18 15:53:30+00:00,B,67,23,23,Monday,2019-11-18
2019-11-18 15:55:35+00:00,D,26,10,12,Monday,2019-11-18
2019-11-18 16:03:27+00:00,B,66,23,23,Monday,2019-11-18
2019-11-18 16:06:09+00:00,B,65,23,23,Monday,2019-11-18
2019-11-18 16:11:19+00:00,C,11,3,0,Monday,2019-11-18
2019-11-18 16:14:02+00:00,C,10,3,0,Monday,2019-11-18
2019-11-18 16:15:33+00:00,B,65,22,23,Monday,2019-11-18
2019-11-18 16:17:15+00:00,C,9,3,0,Monday,2019-11-18
2019-11-18 16:19:00+00:00,A,41,9,14,Monday,2019-11-18
2019-11-18 16:24:15+00:00,D,26,9,12,Monday,2019-11-18
2019-11-18 16:26:22+00:00,B,65,21,23,Monday,2019-11-18
2019-11-18 16:26:26+00:00,A,41,8,14,Monday,2019-11-18
2019-11-18 16:29:42+00:00,B,65,20,23,Monday,2019-11-18
2019-11-18 16:36:18+00:00,D,26,8,12,Monday,2019-11-18
2019-11-18 16:40:53+00:00,C,8,3,0,Monday,2019-11-18
2019-11-18 16:51:50+00:00,B,65,19,23,Monday,2019-11-18
2019-11-18 16:55:00+00:00,D,25,8,12,Monday,2019-11-18
2019-11-18 16:56:06+00:00,B,65,18,23,Monday,2019-11-18
2019-11-18 17:00:13+00:00,D,25,7,12,Monday,2019-11-18
2019-11-18 17:08:42+00:00,D,25,6,12,Monday,2019-11-18
2019-11-18 17:11:59+00:00,A,41,7,14,Monday,2019-11-18
2019-11-18 17:13:38+00:00,A,41,6,14,Monday,2019-11-18
2019-11-18 17:34:58+00:00,C,7,3,0,Monday,2019-11-18
2019-11-18 17:43:17+00:00,A,41,5,14,Monday,2019-11-18
2019-11-18 17:50:06+00:00,D,24,6,12,Monday,2019-11-18
2019-11-18 17:55:10+00:00,B,65,17,23,Monday,2019-11-18
2019-11-18 17:55:39+00:00,A,40,5,14,Monday,2019-11-18
2019-11-18 17:57:10+00:00,C,6,3,0,Monday,2019-11-18
2019-11-18 18:07:44+00:00,C,5,3,0,Monday,2019-11-18
2019-11-18 18:30:19+00:00,A,39,5,14,Monday,2019-11-18
2019-11-18 18:32:18+00:00,A,39,5,13,Monday,2019-11-18
2019-11-18 18:32:43+00:00,D,23,6,12,Monday,2019-11-18
2019-11-18 18:38:49+00:00,B,65,16,23,Monday,2019-11-18
2019-11-18 18:46:06+00:00,B,65,15,23,Monday,2019-11-18
2019-11-18 18:50:19+00:00,B,65,14,23,Monday,2019-11-18
2019-11-18 18:50:48+00:00,D,23,6,11,Monday,2019-11-18
2019-11-18 18:54:16+00:00,A,39,4,13,Monday,2019-11-18
2019-11-18 18:54:32+00:00,D,23,6,10,Monday,2019-11-18
2019-11-18 18:55:57+00:00,A,38,4,13,Monday,2019-11-18
2019-11-18 18:58:35+00:00,A,38,3,13,Monday,2019-11-18
2019-11-18 19:00:20+00:00,C,4,3,0,Monday,2019-11-18
2019-11-18 19:04:32+00:00,A,38,2,13,Monday,2019-11-18
2019-11-18 19:10:57+00:00,B,65,14,22,Monday,2019-11-18
2019-11-18 19:14:45+00:00,B,65,13,22,Monday,2019-11-18
2019-11-18 19:21:20+00:00,A,38,2,12,Monday,2019-11-18
2019-11-18 19:21:48+00:00,D,23,5,10,Monday,2019-11-18
2019-11-18 19:33:25+00:00,A,38,1,12,Monday,2019-11-18
2019-11-18 19:35:42+00:00,C,4,2,0,Monday,2019-11-18
2019-11-18 19:35:54+00:00,B,65,12,22,Monday,2019-11-18
2019-11-18 19:44:11+00:00,B,65,12,21,Monday,2019-11-18
2019-11-18 19:47:18+00:00,B,65,12,20,Monday,2019-11-18
2019-11-18 19:54:11+00:00,D,23,4,10,Monday,2019-11-18
2019-11-18 20:00:15+00:00,D,23,3,10,Monday,2019-11-18
2019-11-18 20:04:53+00:00,D,23,3,9,Monday,2019-11-18
2019-11-18 20:06:21+00:00,B,65,12,19,Monday,2019-11-18
2019-11-18 20:14:49+00:00,B,65,12,18,Monday,2019-11-18
2019-11-18 20:31:26+00:00,B,64,12,18,Monday,2019-11-18
2019-11-18 20:32:52+00:00,D,23,3,8,Monday,2019-11-18
2019-11-18 20:34:35+00:00,B,64,11,18,Monday,2019-11-18
2019-11-18 20:42:24+00:00,B,64,10,18,Monday,2019-11-18
2019-11-18 21:05:54+00:00,B,64,10,17,Monday,2019-11-18
2019-11-18 21:20:20+00:00,D,23,2,8,Monday,2019-11-18
2019-11-18 21:30:54+00:00,C,4,1,0,Monday,2019-11-18
2019-11-18 21:43:28+00:00,D,23,1,8,Monday,2019-11-18
2019-11-18 21:44:24+00:00,D,23,0,8,Monday,2019-11-18
2019-11-18 22:16:58+00:00,B,64,10,16,Monday,2019-11-18
2019-11-18 22:33:02+00:00,B,64,9,16,Monday,2019-11-18
2019-11-18 22:48:06+00:00,C,3,1,0,Monday,2019-11-18
2019-11-18 23:02:30+00:00,A,38,1,11,Monday,2019-11-18
2019-11-18 23:03:49+00:00,C,3,0,0,Monday,2019-11-18
2019-11-18 23:14:38+00:00,B,64,8,16,Monday,2019-11-18
2019-11-18 23:23:59+00:00,A,38,0,11,Monday,2019-11-18
2019-11-18 23:35:49+00:00,C,2,0,0,Monday,2019-11-18
2019-11-18 23:37:34+00:00,A,37,0,11,Monday,2019-11-18
2019-11-18 23:53:04+00:00,B,64,7,16,Monday,2019-11-18
2019-11-19 00:15:59+00:00,B,64,6,16,Tuesday,2019-11-19
2019-11-19 00:19:56+00:00,B,64,6,15,Tuesday,2019-11-19
2019-11-19 00:39:53+00:00,D,22,0,8,Tuesday,2019-11-19
2019-11-19 00:40:31+00:00,D,21,0,8,Tuesday,2019-11-19
2019-11-19 01:31:19+00:00,D,20,0,8,Tuesday,2019-11-19
2019-11-19 05:02:59+00:00,D,19,0,8,Tuesday,2019-11-19
2019-11-19 05:05:48+00:00,B,63,6,15,Tuesday,2019-11-19
2019-11-19 05:29:31+00:00,D,18,0,8,Tuesday,2019-11-19
2019-11-19 05:33:26+00:00,B,62,6,15,Tuesday,2019-11-19
2019-11-19 05:44:39+00:00,A,36,0,11,Tuesday,2019-11-19
2019-11-19 05:50:57+00:00,A,35,0,11,Tuesday,2019-11-19
2019-11-19 05:56:10+00:00,D,17,0,8,Tuesday,2019-11-19
2019-11-19 06:14:01+00:00,D,16,0,8,Tuesday,2019-11-19
2019-11-19 06:16:23+00:00,D,15,0,8,Tuesday,2019-11-19
2019-11-19 06:21:55+00:00,D,14,0,8,Tuesday,2019-11-19
2019-11-19 06:26:21+00:00,B,61,6,15,Tuesday,2019-11-19
2019-11-19 06:37:55+00:00,B,60,6,15,Tuesday,2019-11-19
2019-11-19 06:53:26+00:00,B,59,6,15,Tuesday,2019-11-19
2019-11-19 06:54:33+00:00,B,58,6,15,Tuesday,2019-11-19
2019-11-19 07:11:42+00:00,A,34,0,11,Tuesday,2019-11-19
2019-11-19 07:14:01+00:00,A,33,0,11,Tuesday,2019-11-19
2019-11-19 07:15:34+00:00,A,32,0,11,Tuesday,2019-11-19
2019-11-19 07:22:31+00:00,B,57,6,15,Tuesday,2019-11-19
2019-11-19 07:26:23+00:00,B,56,6,15,Tuesday,2019-11-19
2019-11-19 07:32:39+00:00,C,1,0,0,Tuesday,2019-11-19
2019-11-19 07:33:28+00:00,B,55,6,15,Tuesday,2019-11-19
2019-11-19 07:39:53+00:00,B,54,6,15,Tuesday,2019-11-19
2019-11-19 07:48:51+00:00,B,53,6,15,Tuesday,2019-11-19
2019-11-19 07:54:35+00:00,B,52,6,15,Tuesday,2019-11-19
2019-11-19 07:59:20+00:00,B,51,6,15,Tuesday,2019-11-19
2019-11-19 08:00:02+00:00,B,50,6,15,Tuesday,2019-11-19
2019-11-19 08:07:25+00:00,A,31,0,11,Tuesday,2019-11-19
2019-11-19 08:13:19+00:00,B,49,6,15,Tuesday,2019-11-19
2019-11-19 08:21:10+00:00,B,48,6,15,Tuesday,2019-11-19
2019-11-19 08:33:05+00:00,D,13,0,8,Tuesday,2019-11-19
2019-11-19 08:33:42+00:00,B,47,6,15,Tuesday,2019-11-19
2019-11-19 08:35:41+00:00,B,46,6,15,Tuesday,2019-11-19
2019-11-19 08:44:11+00:00,B,45,6,15,Tuesday,2019-11-19
2019-11-19 08:58:34+00:00,A,30,0,11,Tuesday,2019-11-19
2019-11-19 08:59:37+00:00,B,44,6,15,Tuesday,2019-11-19
2019-11-19 09:02:22+00:00,A,29,0,11,Tuesday,2019-11-19
2019-11-19 09:02:31+00:00,B,43,6,15,Tuesday,2019-11-19
2019-11-19 09:05:37+00:00,B,42,6,15,Tuesday,2019-11-19
2019-11-19 09:08:40+00:00,A,28,0,11,Tuesday,2019-11-19
2019-11-19 09:15:16+00:00,B,41,6,15,Tuesday,2019-11-19
2019-11-19 09:17:35+00:00,B,40,6,15,Tuesday,2019-11-19
2019-11-19 09:21:18+00:00,B,40,5,15,Tuesday,2019-11-19
2019-11-19 09:27:09+00:00,D,12,0,8,Tuesday,2019-11-19
2019-11-19 09:29:08+00:00,B,39,5,15,Tuesday,2019-11-19
2019-11-19 09:31:17+00:00,A,27,0,11,Tuesday,2019-11-19
2019-11-19 09:33:19+00:00,A,26,0,11,Tuesday,2019-11-19
2019-11-19 09:36:51+00:00,C,0,0,0,Tuesday,2019-11-19
2019-11-19 09:39:14+00:00,B,39,4,15,Tuesday,2019-11-19
2019-11-19 09:39:20+00:00,A,25,0,11,Tuesday,2019-11-19
2019-11-19 09:44:55+00:00,A,24,0,11,Tuesday,2019-11-19
2019-11-19 09:49:06+00:00,A,23,0,11,Tuesday,2019-11-19
2019-11-19 09:50:59+00:00,A,22,0,11,Tuesday,2019-11-19
2019-11-19 10:09:16+00:00,D,11,0,8,Tuesday,2019-11-19
2019-11-19 10:11:20+00:00,A,21,0,11,Tuesday,2019-11-19
2019-11-19 10:21:06+00:00,A,20,0,11,Tuesday,2019-11-19
2019-11-19 10:21:19+00:00,B,38,4,15,Tuesday,2019-11-19
2019-11-19 10:44:16+00:00,A,19,0,11,Tuesday,2019-11-19
2019-11-19 10:56:44+00:00,B,37,4,15,Tuesday,2019-11-19
2019-11-19 11:25:24+00:00,A,18,0,11,Tuesday,2019-11-19
2019-11-19 11:25:46+00:00,D,10,0,8,Tuesday,2019-11-19
2019-11-19 11:30:08+00:00,B,36,4,15,Tuesday,2019-11-19
2019-11-19 11:30:44+00:00,B,35,4,15,Tuesday,2019-11-19
2019-11-19 11:32:43+00:00,D,9,0,8,Tuesday,2019-11-19
2019-11-19 11:33:29+00:00,A,17,0,11,Tuesday,2019-11-19
2019-11-19 11:34:11+00:00,A,16,0,11,Tuesday,2019-11-19
2019-11-19 11:35:15+00:00,A,15,0,11,Tuesday,2019-11-19
2019-11-19 11:36:22+00:00,B,34,4,15,Tuesday,2019-11-19
2019-11-19 11:50:22+00:00,D,8,0,8,Tuesday,2019-11-19
2019-11-19 11:52:27+00:00,B,33,4,15,Tuesday,2019-11-19
2019-11-19 11:56:06+00:00,A,14,0,11,Tuesday,2019-11-19
2019-11-19 12:29:30+00:00,A,13,0,11,Tuesday,2019-11-19
2019-11-19 12:33:26+00:00,B,32,4,15,Tuesday,2019-11-19
2019-11-19 12:36:14+00:00,B,31,4,15,Tuesday,2019-11-19
2019-11-19 12:39:46+00:00,B,30,4,15,Tuesday,2019-11-19
2019-11-19 12:40:03+00:00,A,12,0,11,Tuesday,2019-11-19
2019-11-19 12:40:31+00:00,B,29,4,15,Tuesday,2019-11-19
2019-11-19 12:42:42+00:00,B,28,4,15,Tuesday,2019-11-19
2019-11-19 12:43:31+00:00,B,27,4,15,Tuesday,2019-11-19
2019-11-19 12:44:03+00:00,D,7,0,8,Tuesday,2019-11-19
2019-11-19 12:44:59+00:00,B,26,4,15,Tuesday,2019-11-19
2019-11-19 12:49:01+00:00,A,11,0,11,Tuesday,2019-11-19
2019-11-19 12:52:40+00:00,B,25,4,15,Tuesday,2019-11-19
2019-11-19 12:54:20+00:00,A,10,0,11,Tuesday,2019-11-19
2019-11-19 12:55:55+00:00,D,6,0,8,Tuesday,2019-11-19
2019-11-19 12:56:47+00:00,A,9,0,11,Tuesday,2019-11-19
2019-11-19 12:58:27+00:00,A,8,0,11,Tuesday,2019-11-19
2019-11-19 13:07:54+00:00,A,7,0,11,Tuesday,2019-11-19
2019-11-19 13:10:16+00:00,D,5,0,8,Tuesday,2019-11-19
2019-11-19 13:13:50+00:00,B,24,4,15,Tuesday,2019-11-19
2019-11-19 13:23:52+00:00,B,23,4,15,Tuesday,2019-11-19
2019-11-19 13:26:22+00:00,A,6,0,11,Tuesday,2019-11-19
2019-11-19 13:29:26+00:00,A,5,0,11,Tuesday,2019-11-19
2019-11-19 13:35:05+00:00,B,22,4,15,Tuesday,2019-11-19
2019-11-19 13:35:11+00:00,A,4,0,11,Tuesday,2019-11-19
2019-11-19 13:39:21+00:00,B,21,4,15,Tuesday,2019-11-19
2019-11-19 13:41:02+00:00,B,20,4,15,Tuesday,2019-11-19
2019-11-19 13:42:34+00:00,B,19,4,15,Tuesday,2019-11-19
2019-11-19 13:42:40+00:00,B,18,4,15,Tuesday,2019-11-19
2019-11-19 13:48:23+00:00,B,18,3,15,Tuesday,2019-11-19
2019-11-19 13:53:17+00:00,D,4,0,8,Tuesday,2019-11-19
2019-11-19 13:53:25+00:00,A,3,0,11,Tuesday,2019-11-19
2019-11-19 13:54:30+00:00,D,3,0,8,Tuesday,2019-11-19
2019-11-19 14:15:08+00:00,B,17,3,15,Tuesday,2019-11-19
2019-11-19 14:22:31+00:00,A,2,0,11,Tuesday,2019-11-19
2019-11-19 14:37:23+00:00,D,2,0,8,Tuesday,2019-11-19
2019-11-19 14:47:54+00:00,B,17,3,14,Tuesday,2019-11-19
2019-11-19 14:56:00+00:00,D,2,0,7,Tuesday,2019-11-19
2019-11-19 14:56:38+00:00,B,16,3,14,Tuesday,2019-11-19
2019-11-19 14:59:45+00:00,D,1,0,7,Tuesday,2019-11-19
2019-11-19 14:59:59+00:00,B,15,3,14,Tuesday,2019-11-19
2019-11-19 15:01:38+00:00,B,14,3,14,Tuesday,2019-11-19
2019-11-19 15:04:01+00:00,A,1,0,11,Tuesday,2019-11-19
2019-11-19 15:10:42+00:00,B,13,3,14,Tuesday,2019-11-19
2019-11-19 15:14:16+00:00,B,12,3,14,Tuesday,2019-11-19
2019-11-19 15:25:06+00:00,D,0,0,7,Tuesday,2019-11-19
2019-11-19 15:40:28+00:00,B,11,3,14,Tuesday,2019-11-19
2019-11-19 15:43:58+00:00,B,11,2,14,Tuesday,2019-11-19
2019-11-19 15:50:37+00:00,B,10,2,14,Tuesday,2019-11-19
2019-11-19 15:55:32+00:00,B,9,2,14,Tuesday,2019-11-19
2019-11-19 16:02:28+00:00,B,9,1,14,Tuesday,2019-11-19
2019-11-19 16:04:04+00:00,B,8,1,14,Tuesday,2019-11-19
2019-11-19 17:12:15+00:00,B,8,1,13,Tuesday,2019-11-19
2019-11-19 17:17:06+00:00,A,1,0,10,Tuesday,2019-11-19
2019-11-19 17:17:09+00:00,B,7,1,13,Tuesday,2019-11-19
2019-11-19 17:28:34+00:00,B,6,1,13,Tuesday,2019-11-19
2019-11-19 18:28:26+00:00,B,6,1,12,Tuesday,2019-11-19
2019-11-19 18:33:43+00:00,B,5,1,12,Tuesday,2019-11-19
2019-11-19 19:46:11+00:00,B,4,1,12,Tuesday,2019-11-19
2019-11-19 19:49:31+00:00,B,4,1,11,Tuesday,2019-11-19
2019-11-19 19:56:25+00:00,B,4,0,11,Tuesday,2019-11-19
2019-11-19 20:14:52+00:00,B,4,0,10,Tuesday,2019-11-19
2019-11-19 20:17:19+00:00,B,4,0,9,Tuesday,2019-11-19
2019-11-19 20:34:50+00:00,A,0,0,10,Tuesday,2019-11-19
2019-11-19 21:08:14+00:00,A,0,0,9,Tuesday,2019-11-19
2019-11-19 22:25:23+00:00,B,4,0,8,Tuesday,2019-11-19
2019-11-19 22:28:57+00:00,A,0,0,8,Tuesday,2019-11-19
2019-11-19 22:46:10+00:00,D,0,0,6,Tuesday,2019-11-19
2019-11-19 23:07:22+00:00,D,0,0,5,Tuesday,2019-11-19
2019-11-19 23:22:08+00:00,B,3,0,8,Tuesday,2019-11-19
2019-11-19 23:44:38+00:00,A,0,0,7,Tuesday,2019-11-19
2019-11-19 23:56:01+00:00,D,0,0,4,Tuesday,2019-11-19
2019-11-20 00:55:45+00:00,B,2,0,8,Wednesday,2019-11-20
2019-11-20 07:41:07+00:00,B,1,0,8,Wednesday,2019-11-20
2019-11-20 09:19:33+00:00,B,0,0,8,Wednesday,2019-11-20
2019-11-20 14:26:10+00:00,B,0,0,7,Wednesday,2019-11-20
2019-11-20 16:20:52+00:00,B,0,0,6,Wednesday,2019-11-20
2019-11-20 17:22:32+00:00,B,0,0,5,Wednesday,2019-11-20
2019-11-20 17:30:46+00:00,B,0,0,4,Wednesday,2019-11-20
2019-11-20 17:58:37+00:00,B,0,0,3,Wednesday,2019-11-20
2019-11-20 18:22:04+00:00,A,0,0,6,Wednesday,2019-11-20
2019-11-20 18:24:08+00:00,D,0,0,3,Wednesday,2019-11-20
2019-11-20 19:13:05+00:00,A,0,0,5,Wednesday,2019-11-20
2019-11-20 19:14:25+00:00,B,0,0,2,Wednesday,2019-11-20
2019-11-20 19:36:38+00:00,B,0,0,1,Wednesday,2019-11-20
2019-11-20 20:09:40+00:00,D,0,0,2,Wednesday,2019-11-20
2019-11-20 20:14:19+00:00,A,0,0,4,Wednesday,2019-11-20
2019-11-20 20:17:32+00:00,A,0,0,3,Wednesday,2019-11-20
2019-11-20 20:25:52+00:00,D,0,0,1,Wednesday,2019-11-20
2019-11-20 20:36:28+00:00,D,0,0,0,Wednesday,2019-11-20
2019-11-21 11:55:39+00:00,A,280,120,60,Thursday,2019-11-21
2019-11-21 12:05:39+00:00,A,279,120,60,Thursday,2019-11-21
2019-11-21 12:19:51+00:00,A,278,120,60,Thursday,2019-11-21
2019-11-21 12:29:09+00:00,A,278,119,60,Thursday,2019-11-21
2019-11-21 12:37:07+00:00,A,277,119,60,Thursday,2019-11-21
2019-11-21 12:39:59+00:00,A,276,119,60,Thursday,2019-11-21
2019-11-21 12:44:07+00:00,A,276,118,60,Thursday,2019-11-21
2019-11-21 13:01:01+00:00,A,275,118,60,Thursday,2019-11-21
2019-11-21 13:07:26+00:00,A,275,117,60,Thursday,2019-11-21
2019-11-21 13:08:02+00:00,B,0,-1,1,Thursday,2019-11-21
2019-11-21 13:23:35+00:00,A,274,117,60,Thursday,2019-11-21
2019-11-21 13:33:01+00:00,B,280,120,60,Thursday,2019-11-21
2019-11-21 13:35:01+00:00,B,279,120,60,Thursday,2019-11-21
2019-11-21 13:35:08+00:00,A,273,117,60,Thursday,2019-11-21
2019-11-21 13:35:59+00:00,B,279,119,60,Thursday,2019-11-21
2019-11-21 13:44:42+00:00,B,278,119,60,Thursday,2019-11-21
2019-11-21 13:47:19+00:00,A,273,116,60,Thursday,2019-11-21
2019-11-21 13:47:32+00:00,A,272,116,60,Thursday,2019-11-21
2019-11-21 13:50:13+00:00,B,278,118,60,Thursday,2019-11-21
2019-11-21 13:50:53+00:00,B,278,118,59,Thursday,2019-11-21
2019-11-21 13:55:19+00:00,A,271,116,60,Thursday,2019-11-21
